-0.600	 1.000	 0.000	 0.000	 0.000	 0.000	-2.400	 4.600	 4.400	 8.800	 1.200	 2.200	 4.200	 4.600	 4.000	-0.600	 1.000	 0.000	 0.000	 0.000	 1.400	
-0.700	 0.000	 1.000	 0.000	 0.000	 0.000	-4.300	 3.700	 0.800	 6.600	 1.900	 4.900	 3.400	 3.700	 1.500	-0.700	 0.000	 1.000	 0.000	 0.000	 3.800	
-0.800	 0.000	 0.000	 1.000	 0.000	 0.000	-3.200	-5.200	 4.200	 2.400	 5.600	 4.600	-0.400	 0.800	 3.000	-0.800	 0.000	 0.000	 1.000	 0.000	 1.200	
-0.300	 0.000	 0.000	 0.000	 1.000	 0.000	 7.300	 2.300	 4.200	 5.400	 8.100	 5.100	 0.600	 6.300	 1.500	-0.300	 0.000	 0.000	 0.000	 1.000	 5.200	

 1.522	-0.870	 0.000	 0.000	 0.000	 0.000	 1.087	 0.000	-3.826	-8.652	-8.043	-4.913	-3.652	-2.000	-4.478	 1.522	-0.870	 0.000	 0.000	 0.000	 4.783	
 1.696	 0.174	-1.000	-1.000	-1.000	 0.000	-0.217	 0.000	-8.435	-12.870	-15.391	-14.217	-2.870	-10.000	-5.304	 2.696	 1.174	 0.000	 0.000	 0.000	-9.957	
 0.217	-0.196	 0.000	 0.000	 0.000	 1.000	 1.370	 0.000	-0.261	-1.522	 0.065	-0.130	-0.022	 0.000	-0.283	 0.217	-0.196	 0.000	 0.000	 0.000	 0.326	
-0.130	 0.217	 0.000	 0.000	 0.000	 0.000	-0.522	 1.000	 0.957	 1.913	 0.261	 0.478	 0.913	 1.000	 0.870	-0.130	 0.217	 0.000	 0.000	 0.000	 0.304	
-0.217	-0.804	 1.000	 0.000	 0.000	 0.000	-2.370	 0.000	-2.739	-0.478	 0.935	 3.130	 0.022	 0.000	-1.717	-0.217	-0.804	 1.000	 0.000	 0.000	 2.674	
-1.478	 1.130	 0.000	 1.000	 0.000	 0.000	-5.913	 0.000	 9.174	 12.348	 6.957	 7.087	 4.348	 6.000	 7.522	-1.478	 1.130	 0.000	 1.000	 0.000	 2.783	
 0.000	-0.500	 0.000	 0.000	 1.000	 0.000	 8.500	 0.000	 2.000	 1.000	 7.500	 4.000	-1.500	 4.000	-0.500	 0.000	-0.500	 0.000	 0.000	 1.000	 4.500	

 1.349	-0.714	 0.000	 0.000	 0.000	-0.794	 0.000	 0.000	-3.619	-7.444	-8.095	-4.810	-3.635	-2.000	-4.254	 1.349	-0.714	 0.000	 0.000	 0.000	 4.524	
 1.730	 0.143	-1.000	-1.000	-1.000	 0.159	 0.000	 0.000	-8.476	-13.111	-15.381	-14.238	-2.873	-10.000	-5.349	 2.730	 1.143	 0.000	 0.000	 0.000	-9.905	
 0.159	-0.143	 0.000	 0.000	 0.000	 0.730	 1.000	 0.000	-0.190	-1.111	 0.048	-0.095	-0.016	 0.000	-0.206	 0.159	-0.143	 0.000	 0.000	 0.000	 0.238	
-0.048	 0.143	 0.000	 0.000	 0.000	 0.381	 0.000	 1.000	 0.857	 1.333	 0.286	 0.429	 0.905	 1.000	 0.762	-0.048	 0.143	 0.000	 0.000	 0.000	 0.429	
 0.159	-1.143	 1.000	 0.000	 0.000	 1.730	 0.000	 0.000	-3.190	-3.111	 1.048	 2.905	-0.016	 0.000	-2.206	 0.159	-1.143	 1.000	 0.000	 0.000	 3.238	
-0.540	 0.286	 0.000	 1.000	 0.000	 4.317	 0.000	 0.000	 8.048	 5.778	 7.238	 6.524	 4.254	 6.000	 6.302	-0.540	 0.286	 0.000	 1.000	 0.000	 4.190	
-1.349	 0.714	 0.000	 0.000	 1.000	-6.206	 0.000	 0.000	 3.619	 10.444	 7.095	 4.810	-1.365	 4.000	 1.254	-1.349	 0.714	 0.000	 0.000	 1.000	 2.476	

 1.148	-0.111	 0.000	 0.000	 0.000	 0.815	 0.000	 4.222	 0.000	-1.815	-6.889	-3.000	 0.185	 2.222	-1.037	 1.148	-0.111	 0.000	 0.000	 0.000	 6.333	
 1.259	 1.556	-1.000	-1.000	-1.000	 3.926	 0.000	 9.889	 0.000	 0.074	-12.556	-10.000	 6.074	-0.111	 2.185	 2.259	 2.556	 0.000	 0.000	 0.000	-5.667	
 0.148	-0.111	 0.000	 0.000	 0.000	 0.815	 1.000	 0.222	 0.000	-0.815	 0.111	 0.000	 0.185	 0.222	-0.037	 0.148	-0.111	 0.000	 0.000	 0.000	 0.333	
-0.056	 0.167	 0.000	 0.000	 0.000	 0.444	 0.000	 1.167	 1.000	 1.556	 0.333	 0.500	 1.056	 1.167	 0.889	-0.056	 0.167	 0.000	 0.000	 0.000	 0.500	
-0.019	-0.611	 1.000	 0.000	 0.000	 3.148	 0.000	 3.722	 0.000	 1.852	 2.111	 4.500	 3.352	 3.722	 0.630	-0.019	-0.611	 1.000	 0.000	 0.000	 4.833	
-0.093	-1.056	 0.000	 1.000	 0.000	 0.741	 0.000	-9.389	 0.000	-6.741	 4.556	 2.500	-4.241	-3.389	-0.852	-0.093	-1.056	 0.000	 1.000	 0.000	 0.167	
-1.148	 0.111	 0.000	 0.000	 1.000	-7.815	 0.000	-4.222	 0.000	 4.815	 5.889	 3.000	-5.185	-0.222	-1.963	-1.148	 0.111	 0.000	 0.000	 1.000	 0.667	

 1.008	-1.707	 0.000	 1.512	 0.000	 1.935	 0.000	-9.976	 0.000	-12.008	 0.000	 0.780	-6.228	-2.902	-2.325	 1.008	-1.707	 0.000	 1.512	 0.000	 6.585	
 1.004	-1.354	-1.000	 1.756	-1.000	 5.967	 0.000	-15.988	 0.000	-18.504	 0.000	-3.110	-5.614	-9.451	-0.163	 2.004	-0.354	 0.000	 2.756	 0.000	-5.207	
 0.150	-0.085	 0.000	-0.024	 0.000	 0.797	 1.000	 0.451	 0.000	-0.650	 0.000	-0.061	 0.289	 0.305	-0.016	 0.150	-0.085	 0.000	-0.024	 0.000	 0.329	
-0.049	 0.244	 0.000	-0.073	 0.000	 0.390	 0.000	 1.854	 1.000	 2.049	 0.000	 0.317	 1.366	 1.415	 0.951	-0.049	 0.244	 0.000	-0.073	 0.000	 0.488	
 0.024	-0.122	 1.000	-0.463	 0.000	 2.805	 0.000	 8.073	 0.000	 4.976	 0.000	 3.341	 5.317	 5.293	 1.024	 0.024	-0.122	 1.000	-0.463	 0.000	 4.756	
-0.020	-0.232	 0.000	 0.220	 0.000	 0.163	 0.000	-2.061	 0.000	-1.480	 1.000	 0.549	-0.931	-0.744	-0.187	-0.020	-0.232	 0.000	 0.220	 0.000	 0.037	
-1.028	 1.476	 0.000	-1.293	 1.000	-8.772	 0.000	 7.915	 0.000	 13.528	 0.000	-0.232	 0.297	 4.159	-0.862	-1.028	 1.476	 0.000	-1.293	 1.000	 0.451	

-0.288	 0.153	 0.000	-0.117	 1.260	-9.122	 0.000	 0.000	 0.000	 5.043	 0.000	 0.488	-5.854	 2.339	-3.411	-0.288	 0.153	 0.000	-0.117	 1.260	 7.154	
-1.073	 1.627	-1.000	-0.855	 1.020	-11.753	 0.000	 0.000	 0.000	 8.824	 0.000	-3.578	-5.014	-1.051	-1.903	-0.073	 2.627	 0.000	 0.145	 2.020	-4.296	
 0.209	-0.169	 0.000	 0.049	-0.057	 1.297	 1.000	 0.000	 0.000	-1.422	 0.000	-0.048	 0.272	 0.068	 0.033	 0.209	-0.169	 0.000	 0.049	-0.057	 0.304	
 0.192	-0.102	 0.000	 0.230	-0.234	 2.445	 0.000	 0.000	 1.000	-1.120	 0.000	 0.371	 1.296	 0.441	 1.153	 0.192	-0.102	 0.000	 0.230	-0.234	 0.382	
 1.073	-1.627	 1.000	 0.855	-1.020	 11.753	 0.000	 0.000	 0.000	-8.824	 0.000	 3.578	 5.014	 1.051	 1.903	 1.073	-1.627	 1.000	 0.855	-1.020	 4.296	
-0.288	 0.153	 0.000	-0.117	 0.260	-2.122	 0.000	 0.000	 0.000	 2.043	 1.000	 0.488	-0.854	 0.339	-0.411	-0.288	 0.153	 0.000	-0.117	 0.260	 0.154	
-0.130	 0.186	 0.000	-0.163	 0.126	-1.108	 0.000	 1.000	 0.000	 1.709	 0.000	-0.029	 0.037	 0.525	-0.109	-0.130	 0.186	 0.000	-0.163	 0.126	 0.057	

 0.429	-0.227	 0.000	 0.739	 0.387	 0.000	 0.000	 0.000	 3.731	 0.866	 0.000	 1.874	-1.017	 3.983	 0.891	 0.429	-0.227	 0.000	 0.739	 0.387	 8.580	
-0.150	 1.138	-1.000	 0.249	-0.106	 0.000	 0.000	 0.000	 4.807	 3.441	 0.000	-1.793	 1.218	 1.068	 3.640	 0.850	 2.138	 0.000	 1.249	 0.894	-2.459	
 0.107	-0.116	 0.000	-0.072	 0.067	 0.000	 1.000	 0.000	-0.530	-0.828	 0.000	-0.245	-0.416	-0.166	-0.579	 0.107	-0.116	 0.000	-0.072	 0.067	 0.101	
 0.079	-0.042	 0.000	 0.094	-0.096	 1.000	 0.000	 0.000	 0.409	-0.458	 0.000	 0.152	 0.530	 0.180	 0.472	 0.079	-0.042	 0.000	 0.094	-0.096	 0.156	
 0.150	-1.138	 1.000	-0.249	 0.106	 0.000	 0.000	 0.000	-4.807	-3.441	 0.000	 1.793	-1.218	-1.068	-3.640	 0.150	-1.138	 1.000	-0.249	 0.106	 2.459	
-0.121	 0.064	 0.000	 0.082	 0.057	 0.000	 0.000	 0.000	 0.868	 1.071	 1.000	 0.811	 0.271	 0.721	 0.589	-0.121	 0.064	 0.000	 0.082	 0.057	 0.486	
-0.043	 0.140	 0.000	-0.059	 0.020	 0.000	 0.000	 1.000	 0.453	 1.202	 0.000	 0.139	 0.625	 0.725	 0.414	-0.043	 0.140	 0.000	-0.059	 0.020	 0.230	

 0.709	-0.375	 0.000	 0.550	 0.254	 0.000	 0.000	 0.000	 1.725	-1.611	-2.311	 0.000	-1.644	 2.316	-0.471	 0.709	-0.375	 0.000	 0.550	 0.254	 7.457	
-0.419	 1.280	-1.000	 0.430	 0.020	 0.000	 0.000	 0.000	 6.726	 5.810	 2.211	 0.000	 1.818	 2.663	 4.943	 0.581	 2.280	 0.000	 1.430	 1.020	-1.385	
 0.070	-0.096	 0.000	-0.048	 0.084	 0.000	 1.000	 0.000	-0.268	-0.504	 0.302	 0.000	-0.334	 0.052	-0.401	 0.070	-0.096	 0.000	-0.048	 0.084	 0.247	
 0.101	-0.054	 0.000	 0.079	-0.107	 1.000	 0.000	 0.000	 0.246	-0.659	-0.187	 0.000	 0.479	 0.045	 0.361	 0.101	-0.054	 0.000	 0.079	-0.107	 0.065	
 0.419	-1.280	 1.000	-0.430	-0.020	 0.000	 0.000	 0.000	-6.726	-5.810	-2.211	 0.000	-1.818	-2.663	-4.943	 0.419	-1.280	 1.000	-0.430	-0.020	 1.385	
-0.150	 0.079	 0.000	 0.101	 0.070	 0.000	 0.000	 0.000	 1.070	 1.322	 1.233	 1.000	 0.335	 0.890	 0.727	-0.150	 0.079	 0.000	 0.101	 0.070	 0.599	
-0.022	 0.129	 0.000	-0.073	 0.010	 0.000	 0.000	 1.000	 0.304	 1.018	-0.172	 0.000	 0.579	 0.601	 0.313	-0.022	 0.129	 0.000	-0.073	 0.010	 0.147	

 0.709	-0.375	 0.000	 0.550	 0.254	 0.000	 0.000	 0.000	 1.725	-1.611	-2.311	 0.000	-1.644	 2.316	-0.471	 0.709	-0.375	 0.000	 0.550	 0.254	 7.457	
-0.419	 1.280	-1.000	 0.430	 0.020	 0.000	 0.000	 0.000	 6.726	 5.810	 2.211	 0.000	 1.818	 2.663	 4.943	 0.581	 2.280	 0.000	 1.430	 1.020	-1.385	
 0.070	-0.096	 0.000	-0.048	 0.084	 0.000	 1.000	 0.000	-0.268	-0.504	 0.302	 0.000	-0.334	 0.052	-0.401	 0.070	-0.096	 0.000	-0.048	 0.084	 0.247	
 0.101	-0.054	 0.000	 0.079	-0.107	 1.000	 0.000	 0.000	 0.246	-0.659	-0.187	 0.000	 0.479	 0.045	 0.361	 0.101	-0.054	 0.000	 0.079	-0.107	 0.065	
 0.419	-1.280	 1.000	-0.430	-0.020	 0.000	 0.000	 0.000	-6.726	-5.810	-2.211	 0.000	-1.818	-2.663	-4.943	 0.419	-1.280	 1.000	-0.430	-0.020	 1.385	
-0.150	 0.079	 0.000	 0.101	 0.070	 0.000	 0.000	 0.000	 1.070	 1.322	 1.233	 1.000	 0.335	 0.890	 0.727	-0.150	 0.079	 0.000	 0.101	 0.070	 0.599	
-0.022	 0.129	 0.000	-0.073	 0.010	 0.000	 0.000	 1.000	 0.304	 1.018	-0.172	 0.000	 0.579	 0.601	 0.313	-0.022	 0.129	 0.000	-0.073	 0.010	 0.147	

inviavel
-0.41850 1.28038 -1.00000 0.43016 0.02047 
